"choice","log_income","female","education","alt","price","chid","idx.chid","idx.alt"
TRUE, 6.7736195,1,6,"2",0.5,  36,  36,2
FALSE, 6.7736195,1,6,"3",0.4,  36,  36,3
FALSE, 6.7736195,1,6,"4",0.6,  36,  36,4
FALSE, 4.3551679,0,4,"0",0.0,  37,  37,0
FALSE, 4.3551679,0,4,"1",0.6,  37,  37,1
FALSE, 4.3551679,0,4,"2",0.5,  37,  37,2
TRUE, 4.3551679,0,4,"3",0.4,  37,  37,3
FALSE, 4.3551679,0,4,"4",0.6,  37,  37,4
TRUE, 0.3071670,0,4,"0",0.0,  38,  38,0
FALSE, 0.3071670,0,4,"1",0.6,  38,  38,1
FALSE, 0.3071670,0,4,"2",0.5,  38,  38,2
FALSE, 0.3071670,0,4,"3",0.4,  38,  38,3
FALSE, 0.3071670,0,4,"4",0.6,  38,  38,4
FALSE, 5.7132277,0,2,"0",0.0,  39,  39,0
FALSE, 5.7132277,0,2,"1",0.6,  39,  39,1
FALSE, 5.7132277,0,2,"2",0.5,  39,  39,2
TRUE, 5.7132277,0,2,"3",0.4,  39,  39,3
FALSE, 5.7132277,0,2,"4",0.6,  39,  39,4
FALSE, 6.8309432,1,1,"0",0.0,  40,  40,0
FALSE, 6.8309432,1,1,"1",0.6,  40,  40,1
FALSE, 6.8309432,1,1,"2",0.5,  40,  40,2
FALSE, 6.8309432,1,1,"3",0.4,  40,  40,3
TRUE, 6.8309432,1,1,"4",0.6,  40,  40,4
FALSE, 2.7373314,1,4,"0",0.0,  41,  41,0
FALSE, 2.7373314,1,4,"1",0.6,  41,  41,1
TRUE, 2.7373314,1,4,"2",0.5,  41,  41,2
FALSE, 2.7373314,1,4,"3",0.4,  41,  41,3
FALSE, 2.7373314,1,4,"4",0.6,  41,  41,4
FALSE, 6.0598835,0,5,"0",0.0,  42,  42,0
FALSE, 6.0598835,0,5,"1",0.6,  42,  42,1
FALSE, 6.0598835,0,5,"2",0.5,  42,  42,2
TRUE, 6.0598835,0,5,"3",0.4,  42,  42,3
FALSE, 6.0598835,0,5,"4",0.6,  42,  42,4
FALSE, 6.1203936,0,5,"0",0.0,  43,  43,0
FALSE, 6.1203936,0,5,"1",0.6,  43,  43,1
FALSE, 6.1203936,0,5,"2",0.5,  43,  43,2
TRUE, 6.1203936,0,5,"3",0.4,  43,  43,3
FALSE, 6.1203936,0,5,"4",0.6,  43,  43,4
FALSE, 6.6018147,1,2,"0",0.0,  44,  44,0
FALSE, 6.6018147,1,2,"1",0.6,  44,  44,1
FALSE, 6.6018147,1,2,"2",0.5,  44,  44,2
FALSE, 6.6018147,1,2,"3",0.4,  44,  44,3
TRUE, 6.6018147,1,2,"4",0.6,  44,  44,4
FALSE, 6.8855706,1,4,"0",0.0,  45,  45,0
FALSE, 6.8855706,1,4,"1",0.6,  45,  45,1
TRUE, 6.8855706,1,4,"2",0.5,  45,  45,2
FALSE, 6.8855706,1,4,"3",0.4,  45,  45,3
FALSE, 6.8855706,1,4,"4",0.6,  45,  45,4
FALSE, 5.0032097,1,5,"0",0.0,  46,  46,0
FALSE, 5.0032097,1,5,"1",0.6,  46,  46,1
TRUE, 5.0032097,1,5,"2",0.5,  46,  46,2
FALSE, 5.0032097,1,5,"3",0.4,  46,  46,3
FALSE, 5.0032097,1,5,"4",0.6,  46,  46,4
FALSE, 6.5658456,1,2,"0",0.0,  47,  47,0
FALSE, 6.5658456,1,2,"1",0.6,  47,  47,1
FALSE, 6.5658456,1,2,"2",0.5,  47,  47,2
FALSE, 6.5658456,1,2,"3",0.4,  47,  47,3
TRUE, 6.5658456,1,2,"4",0.6,  47,  47,4
FALSE, 5.4616078,0,4,"0",0.0,  48,  48,0
FALSE, 5.4616078,0,4,"1",0.6,  48,  48,1
FALSE, 5.4616078,0,4,"2",0.5,  48,  48,2
TRUE, 5.4616078,0,4,"3",0.4,  48,  48,3
FALSE, 5.4616078,0,4,"4",0.6,  48,  48,4
FALSE, 5.2928084,0,4,"0",0.0,  49,  49,0
FALSE, 5.2928084,0,4,"1",0.6,  49,  49,1
FALSE, 5.2928084,0,4,"2",0.5,  49,  49,2
TRUE, 5.2928084,0,4,"3",0.4,  49,  49,3
FALSE, 5.2928084,0,4,"4",0.6,  49,  49,4
FALSE, 5.6574854,1,4,"0",0.0,  50,  50,0
FALSE, 5.6574854,1,4,"1",0.6,  50,  50,1
TRUE, 5.6574854,1,4,"2",0.5,  50,  50,2
FALSE, 5.6574854,1,4,"3",0.4,  50,  50,3
FALSE, 5.6574854,1,4,"4",0.6,  50,  50,4
FALSE, 6.6753343,0,5,"0",0.0,  51,  51,0
FALSE, 6.6753343,0,5,"1",0.6,  51,  51,1
FALSE, 6.6753343,0,5,"2",0.5,  51,  51,2
TRUE, 6.6753343,0,5,"3",0.4,  51,  51,3
FALSE, 6.6753343,0,5,"4",0.6,  51,  51,4
FALSE, 6.6252543,1,4,"0",0.0,  52,  52,0
FALSE, 6.6252543,1,4,"1",0.6,  52,  52,1
TRUE, 6.6252543,1,4,"2",0.5,  52,  52,2
FALSE, 6.6252543,1,4,"3",0.4,  52,  52,3
FALSE, 6.6252543,1,4,"4",0.6,  52,  52,4
FALSE, 2.7903634,1,4,"0",0.0,  53,  53,0
FALSE, 2.7903634,1,4,"1",0.6,  53,  53,1
TRUE, 2.7903634,1,4,"2",0.5,  53,  53,2
FALSE, 2.7903634,1,4,"3",0.4,  53,  53,3
FALSE, 2.7903634,1,4,"4",0.6,  53,  53,4
FALSE, 5.4187002,0,2,"0",0.0,  54,  54,0
FALSE, 5.4187002,0,2,"1",0.6,  54,  54,1
FALSE, 5.4187002,0,2,"2",0.5,  54,  54,2
TRUE, 5.4187002,0,2,"3",0.4,  54,  54,3
FALSE, 5.4187002,0,2,"4",0.6,  54,  54,4
FALSE, 6.6731821,1,6,"0",0.0,  55,  55,0
FALSE, 6.6731821,1,6,"1",0.6,  55,  55,1
TRUE, 6.6731821,1,6,"2",0.5,  55,  55,2
FALSE, 6.6731821,1,6,"3",0.4,  55,  55,3
FALSE, 6.6731821,1,6,"4",0.6,  55,  55,4
FALSE, 6.2213607,0,4,"0",0.0,  56,  56,0
FALSE, 6.2213607,0,4,"1",0.6,  56,  56,1
FALSE, 6.2213607,0,4,"2",0.5,  56,  56,2
TRUE, 6.2213607,0,4,"3",0.4,  56,  56,3
FALSE, 6.2213607,0,4,"4",0.6,  56,  56,4
FALSE, 6.3314598,1,4,"0",0.0,  57,  57,0
FALSE, 6.3314598,1,4,"1",0.6,  57,  57,1
TRUE, 6.3314598,1,4,"2",0.5,  57,  57,2
FALSE, 6.3314598,1,4,"3",0.4,  57,  57,3
FALSE, 6.3314598,1,4,"4",0.6,  57,  57,4
FALSE, 6.3492875,1,3,"0",0.0,  58,  58,0
FALSE, 6.3492875,1,3,"1",0.6,  58,  58,1
FALSE, 6.3492875,1,3,"2",0.5,  58,  58,2
FALSE, 6.3492875,1,3,"3",0.4,  58,  58,3
TRUE, 6.3492875,1,3,"4",0.6,  58,  58,4
FALSE, 6.5002673,1,1,"0",0.0,  59,  59,0
FALSE, 6.5002673,1,1,"1",0.6,  59,  59,1
FALSE, 6.5002673,1,1,"2",0.5,  59,  59,2
FALSE, 6.5002673,1,1,"3",0.4,  59,  59,3
TRUE, 6.5002673,1,1,"4",0.6,  59,  59,4
TRUE, 3.3556122,0,5,"0",0.0,  60,  60,0
FALSE, 3.3556122,0,5,"1",0.6,  60,  60,1
FALSE, 3.3556122,0,5,"2",0.5,  60,  60,2
FALSE, 3.3556122,0,5,"3",0.4,  60,  60,3
FALSE, 3.3556122,0,5,"4",0.6,  60,  60,4
FALSE, 3.8268764,1,4,"0",0.0,  61,  61,0
FALSE, 3.8268764,1,4,"1",0.6,  61,  61,1
TRUE, 3.8268764,1,4,"2",0.5,  61,  61,2
FALSE, 3.8268764,1,4,"3",0.4,  61,  61,3
FALSE, 3.8268764,1,4,"4",0.6,  61,  61,4
FALSE, 4.6059074,1,4,"0",0.0,  62,  62,0
FALSE, 4.6059074,1,4,"1",0.6,  62,  62,1
TRUE, 4.6059074,1,4,"2",0.5,  62,  62,2
FALSE, 4.6059074,1,4,"3",0.4,  62,  62,3
FALSE, 4.6059074,1,4,"4",0.6,  62,  62,4
FALSE, 4.1632326,0,0,"0",0.0,  63,  63,0
TRUE, 4.1632326,0,0,"1",0.6,  63,  63,1
FALSE, 4.1632326,0,0,"2",0.5,  63,  63,2
FALSE, 4.1632326,0,0,"3",0.4,  63,  63,3
FALSE, 4.1632326,0,0,"4",0.6,  63,  63,4
FALSE, 6.4507293,0,4,"0",0.0,  64,  64,0
FALSE, 6.4507293,0,4,"1",0.6,  64,  64,1
FALSE, 6.4507293,0,4,"2",0.5,  64,  64,2
TRUE, 6.4507293,0,4,"3",0.4,  64,  64,3
FALSE, 6.4507293,0,4,"4",0.6,  64,  64,4
FALSE, 5.4591703,1,7,"0",0.0,  65,  65,0
FALSE, 5.4591703,1,7,"1",0.6,  65,  65,1
TRUE, 5.4591703,1,7,"2",0.5,  65,  65,2
FALSE, 5.4591703,1,7,"3",0.4,  65,  65,3
FALSE, 5.4591703,1,7,"4",0.6,  65,  65,4
FALSE, 6.7451358,0,1,"0",0.0,  66,  66,0
TRUE, 6.7451358,0,1,"1",0.6,  66,  66,1
FALSE, 6.7451358,0,1,"2",0.5,  66,  66,2
FALSE, 6.7451358,0,1,"3",0.4,  66,  66,3
FALSE, 6.7451358,0,1,"4",0.6,  66,  66,4
FALSE, 6.7940261,1,3,"0",0.0,  67,  67,0
FALSE, 6.7940261,1,3,"1",0.6,  67,  67,1
FALSE, 6.7940261,1,3,"2",0.5,  67,  67,2
FALSE, 6.7940261,1,3,"3",0.4,  67,  67,3
TRUE, 6.7940261,1,3,"4",0.6,  67,  67,4
FALSE, 6.2892623,1,1,"0",0.0,  68,  68,0
FALSE, 6.2892623,1,1,"1",0.6,  68,  68,1
FALSE, 6.2892623,1,1,"2",0.5,  68,  68,2
FALSE, 6.2892623,1,1,"3",0.4,  68,  68,3
TRUE, 6.2892623,1,1,"4",0.6,  68,  68,4
FALSE, 3.4904569,0,2,"0",0.0,  69,  69,0
FALSE, 3.4904569,0,2,"1",0.6,  69,  69,1
FALSE, 3.4904569,0,2,"2",0.5,  69,  69,2
TRUE, 3.4904569,0,2,"3",0.4,  69,  69,3
FALSE, 3.4904569,0,2,"4",0.6,  69,  69,4
FALSE, 6.3168481,0,0,"0",0.0,  70,  70,0
TRUE, 6.3168481,0,0,"1",0.6,  70,  70,1
FALSE, 6.3168481,0,0,"2",0.5,  70,  70,2
FALSE, 6.3168481,0,0,"3",0.4,  70,  70,3
FALSE, 6.3168481,0,0,"4",0.6,  70,  70,4
FALSE, 6.8844304,0,1,"0",0.0,  71,  71,0
TRUE, 6.8844304,0,1,"1",0.6,  71,  71,1
FALSE, 6.8844304,0,1,"2",0.5,  71,  71,2
FALSE, 6.8844304,0,1,"3",0.4,  71,  71,3
FALSE, 6.8844304,0,1,"4",0.6,  71,  71,4
FALSE, 4.7249102,0,4,"0",0.0,  72,  72,0
FALSE, 4.7249102,0,4,"1",0.6,  72,  72,1
FALSE, 4.7249102,0,4,"2",0.5,  72,  72,2
TRUE, 4.7249102,0,4,"3",0.4,  72,  72,3
FALSE, 4.7249102,0,4,"4",0.6,  72,  72,4
FALSE, 6.0708749,1,4,"0",0.0,  73,  73,0
FALSE, 6.0708749,1,4,"1",0.6,  73,  73,1
TRUE, 6.0708749,1,4,"2",0.5,  73,  73,2
FALSE, 6.0708749,1,4,"3",0.4,  73,  73,3
FALSE, 6.0708749,1,4,"4",0.6,  73,  73,4
FALSE, 6.0802401,0,5,"0",0.0,  74,  74,0
FALSE, 6.0802401,0,5,"1",0.6,  74,  74,1
FALSE, 6.0802401,0,5,"2",0.5,  74,  74,2
TRUE, 6.0802401,0,5,"3",0.4,  74,  74,3
FALSE, 6.0802401,0,5,"4",0.6,  74,  74,4
FALSE, 6.4917807,1,1,"0",0.0,  75,  75,0
FALSE, 6.4917807,1,1,"1",0.6,  75,  75,1
FALSE, 6.4917807,1,1,"2",0.5,  75,  75,2
FALSE, 6.4917807,1,1,"3",0.4,  75,  75,3
TRUE, 6.4917807,1,1,"4",0.6,  75,  75,4
FALSE, 6.3147263,1,4,"0",0.0,  76,  76,0
FALSE, 6.3147263,1,4,"1",0.6,  76,  76,1
TRUE, 6.3147263,1,4,"2",0.5,  76,  76,2
FALSE, 6.3147263,1,4,"3",0.4,  76,  76,3
FALSE, 6.3147263,1,4,"4",0.6,  76,  76,4
FALSE, 6.8671469,1,1,"0",0.0,  77,  77,0
FALSE, 6.8671469,1,1,"1",0.6,  77,  77,1
FALSE, 6.8671469,1,1,"2",0.5,  77,  77,2
FALSE, 6.8671469,1,1,"3",0.4,  77,  77,3
TRUE, 6.8671469,1,1,"4",0.6,  77,  77,4
FALSE, 5.7525531,1,1,"0",0.0,  78,  78,0
FALSE, 5.7525531,1,1,"1",0.6,  78,  78,1
FALSE, 5.7525531,1,1,"2",0.5,  78,  78,2
FALSE, 5.7525531,1,1,"3",0.4,  78,  78,3
TRUE, 5.7525531,1,1,"4",0.6,  78,  78,4
FALSE, 6.8469492,0,1,"0",0.0,  79,  79,0
TRUE, 6.8469492,0,1,"1",0.6,  79,  79,1
FALSE, 6.8469492,0,1,"2",0.5,  79,  79,2
FALSE, 6.8469492,0,1,"3",0.4,  79,  79,3
FALSE, 6.8469492,0,1,"4",0.6,  79,  79,4
FALSE, 6.3807553,0,5,"0",0.0,  80,  80,0
FALSE, 6.3807553,0,5,"1",0.6,  80,  80,1
FALSE, 6.3807553,0,5,"2",0.5,  80,  80,2
TRUE, 6.3807553,0,5,"3",0.4,  80,  80,3
FALSE, 6.3807553,0,5,"4",0.6,  80,  80,4
FALSE, 6.5611578,0,1,"0",0.0,  81,  81,0
TRUE, 6.5611578,0,1,"1",0.6,  81,  81,1
FALSE, 6.5611578,0,1,"2",0.5,  81,  81,2
FALSE, 6.5611578,0,1,"3",0.4,  81,  81,3
FALSE, 6.5611578,0,1,"4",0.6,  81,  81,4
FALSE, 6.6618908,1,0,"0",0.0,  82,  82,0
FALSE, 6.6618908,1,0,"1",0.6,  82,  82,1
FALSE, 6.6618908,1,0,"2",0.5,  82,  82,2
FALSE, 6.6618908,1,0,"3",0.4,  82,  82,3
TRUE, 6.6618908,1,0,"4",0.6,  82,  82,4
FALSE, 6.0726702,0,3,"0",0.0,  83,  83,0
FALSE, 6.0726702,0,3,"1",0.6,  83,  83,1
FALSE, 6.0726702,0,3,"2",0.5,  83,  83,2
TRUE, 6.0726702,0,3,"3",0.4,  83,  83,3
FALSE, 6.0726702,0,3,"4",0.6,  83,  83,4
FALSE, 6.8231382,0,7,"0",0.0,  84,  84,0
FALSE, 6.8231382,0,7,"1",0.6,  84,  84,1
FALSE, 6.8231382,0,7,"2",0.5,  84,  84,2
TRUE, 6.8231382,0,7,"3",0.4,  84,  84,3
FALSE, 6.8231382,0,7,"4",0.6,  84,  84,4
FALSE, 5.6677673,0,2,"0",0.0,  85,  85,0
FALSE, 5.6677673,0,2,"1",0.6,  85,  85,1
FALSE, 5.6677673,0,2,"2",0.5,  85,  85,2
TRUE, 5.6677673,0,2,"3",0.4,  85,  85,3
FALSE, 5.6677673,0,2,"4",0.6,  85,  85,4
FALSE, 4.5699113,0,3,"0",0.0,  86,  86,0
FALSE, 4.5699113,0,3,"1",0.6,  86,  86,1
FALSE, 4.5699113,0,3,"2",0.5,  86,  86,2
TRUE, 4.5699113,0,3,"3",0.4,  86,  86,3
FALSE, 4.5699113,0,3,"4",0.6,  86,  86,4
FALSE, 5.8448966,1,2,"0",0.0,  87,  87,0
FALSE, 5.8448966,1,2,"1",0.6,  87,  87,1
FALSE, 5.8448966,1,2,"2",0.5,  87,  87,2
FALSE, 5.8448966,1,2,"3",0.4,  87,  87,3
TRUE, 5.8448966,1,2,"4",0.6,  87,  87,4
TRUE, 1.4356983,0,1,"0",0.0,  88,  88,0
FALSE, 1.4356983,0,1,"1",0.6,  88,  88,1
FALSE, 1.4356983,0,1,"2",0.5,  88,  88,2
FALSE, 1.4356983,0,1,"3",0.4,  88,  88,3
FALSE, 1.4356983,0,1,"4",0.6,  88,  88,4
FALSE, 6.8212409,0,4,"0",0.0,  89,  89,0
FALSE, 6.8212409,0,4,"1",0.6,  89,  89,1
FALSE, 6.8212409,0,4,"2",0.5,  89,  89,2
TRUE, 6.8212409,0,4,"3",0.4,  89,  89,3
FALSE, 6.8212409,0,4,"4",0.6,  89,  89,4
FALSE, 6.3267790,1,1,"0",0.0,  90,  90,0
FALSE, 6.3267790,1,1,"1",0.6,  90,  90,1
FALSE, 6.3267790,1,1,"2",0.5,  90,  90,2
FALSE, 6.3267790,1,1,"3",0.4,  90,  90,3
